CustomerID,CustomerName,Age,Gender,City,PurchaseDate,PurchaseTime,ProductCategory,ProductName,Quantity,UnitPrice(INR),TotalAmount(INR),PaymentMethod,Rating
CUST00628,Sandeep Menon,44,Female,Vadodara,2024-01-11,20:51,Personal Care,Deodorant,1,431.77,431.77,Net Banking,2
CUST00629,Arjun Mishra,38,Female,Kolkata,2025-10-18,11:57,Clothing,Sports Shoes,1,2065.48,2065.48,Net Banking,1
CUST00630,Mahesh Bhatt,44,Female,Coimbatore,2024-12-18,09:52,Personal Care,Hair Oil,6,683.87,4103.22,UPI,3
CUST00631,Kiran Rathore,59,Male,Ludhiana,2024-12-19,21:50,Home & Kitchen,Wall Clock,6,3620.83,21724.98,Walmart Gift Card,5
CUST00632,Anita Pandey,23,Male,Ludhiana,2024-10-17,12:05,Electronics,Smartphone,5,44643.04,223215.2,Net Banking,4
CUST00633,Mahesh Mishra,58,Male,Mumbai,2024-11-07,20:27,Groceries,Tea Powder 500g,5,192.28,961.4,Net Banking,2
CUST00634,Neha Chauhan,34,Female,Hyderabad,2024-01-06,16:21,Groceries,Wheat Flour 10kg,4,213.88,855.52,Debit Card,4
CUST00635,Yash Pandey,36,Male,Visakhapatnam,2025-08-19,12:52,Electronics,Laptop,1,15290.84,15290.84,UPI,5
CUST00636,Sanjay Iyer,63,Female,Indore,2025-05-02,12:28,Groceries,Basmati Rice 5kg,4,538.68,2154.72,Credit Card,5
CUST00637,Seema Das,55,Female,Jaipur,2025-05-16,20:26,Home & Kitchen,Storage Containers,4,5558.79,22235.16,Debit Card,3
CUST00638,Rajendra Nair,49,Female,Chennai,2024-08-05,16:30,Sports & Fitness,Cycling Helmet,5,1947.26,9736.3,Credit Card,3
CUST00639,Komal Reddy,56,Female,Hyderabad,2024-06-05,10:23,Groceries,Coffee 200g,3,72.16,216.48,UPI,5
CUST00640,Naveen Bhatt,49,Male,Chennai,2024-11-08,13:13,Groceries,Coffee 200g,4,76.76,307.04,Debit Card,5
CUST00641,Amit Reddy,53,Female,Bangalore,2025-08-02,16:57,Toys & Baby,Board Game,4,2334.93,9339.72,UPI,5
CUST00642,Tarun Thakur,26,Male,Vadodara,2024-11-29,10:51,Home & Kitchen,Vacuum Cleaner,6,3675.24,22051.44,Net Banking,5
CUST00643,Sunita Rao,43,Female,Ludhiana,2024-03-31,11:45,Groceries,Eggs (12 pack),6,202.56,1215.36,Credit Card,4
CUST00644,Ritu Dutta,23,Male,Nashik,2025-05-02,17:57,Clothing,Men's T-Shirt,5,1684.82,8424.1,Credit Card,2
CUST00645,Sunil Malhotra,19,Female,Pune,2025-06-30,18:20,Groceries,Coffee 200g,4,96.56,386.24,Cash,1
CUST00646,Ashish Verma,39,Female,Kolkata,2024-04-03,10:06,Clothing,School Uniform,3,1300.53,3901.59,Net Banking,3
CUST00647,Rajat Iyer,29,Female,Bangalore,2025-09-21,14:11,Groceries,Bread Loaf,6,143.06,858.36,Credit Card,1
CUST00648,Naveen Saxena,24,Female,Chennai,2024-05-03,09:12,Clothing,Cotton Saree,3,1282.66,3847.98,Debit Card,4
CUST00649,Jyoti Nagar,50,Female,Hyderabad,2024-03-08,16:01,Electronics,Washing Machine,4,25247.95,100991.8,Cash,4
CUST00650,Rahul Agarwal,53,Male,Ahmedabad,2025-04-01,10:54,Personal Care,Face Wash,3,537.33,1611.99,Walmart Gift Card,4
CUST00651,Ankit Chauhan,52,Male,Ahmedabad,2024-01-02,16:53,Clothing,Sports Shoes,5,1492.29,7461.45,Net Banking,4
CUST00652,Nisha Sharma,21,Female,Jaipur,2024-08-05,18:53,Home & Kitchen,Storage Containers,3,6763.14,20289.42,Net Banking,4
CUST00653,Anjali Chopra,65,Male,Lucknow,2024-10-13,15:13,Groceries,Wheat Flour 10kg,2,448.79,897.58,Net Banking,5
CUST00654,Tanvi Bose,63,Female,Jaipur,2025-09-05,14:01,Groceries,Milk 1L,3,165.84,497.52,Walmart Gift Card,3
CUST00655,Amit Thakur,48,Male,Mumbai,2025-12-21,16:48,Personal Care,Sanitary Pads,5,812.03,4060.15,Cash,2
CUST00656,Pooja Shetty,19,Female,Coimbatore,2024-06-30,21:51,Groceries,Bread Loaf,5,246.88,1234.4,Walmart Gift Card,1
CUST00657,Ritu Kulkarni,41,Male,Bhopal,2025-12-27,14:12,Groceries,Basmati Rice 5kg,3,424.3,1272.9,Credit Card,4
CUST00658,Gaurav Rao,49,Female,Delhi,2025-10-15,15:07,Electronics,Smartwatch,2,1115.38,2230.76,UPI,5
CUST00659,Nisha Dutta,30,Male,Bangalore,2025-08-06,12:56,Home & Kitchen,Pressure Cooker,2,2188.05,4376.1,Net Banking,4
CUST00660,Rajesh Verma,62,Female,Coimbatore,2025-10-18,19:41,Home & Kitchen,Vacuum Cleaner,1,7512.44,7512.44,Credit Card,5
CUST00661,Rekha Menon,35,Male,Coimbatore,2024-02-14,20:14,Clothing,Casual Sneakers,3,1672.46,5017.38,Credit Card,4
CUST00662,Neelam Shetty,46,Female,Mumbai,2024-01-26,20:14,Electronics,Washing Machine,1,39700.35,39700.35,Walmart Gift Card,5
CUST00663,Pooja Desai,30,Male,Surat,2024-01-25,18:51,Electronics,Bluetooth Headphones,1,22014.52,22014.52,Walmart Gift Card,5
CUST00664,Harsh Desai,24,Female,Ahmedabad,2024-08-30,10:49,Sports & Fitness,Yoga Mat,3,7891.19,23673.57,Net Banking,5
CUST00665,Sanjay Rathore,55,Male,Bangalore,2025-12-11,10:50,Sports & Fitness,Yoga Mat,4,4836.54,19346.16,Debit Card,1
CUST00666,Pankaj Singh,37,Female,Bangalore,2025-01-25,15:06,Groceries,Basmati Rice 5kg,5,78.71,393.55,Net Banking,5
CUST00667,Simran Thakur,60,Male,Bhopal,2024-12-13,19:43,Electronics,Refrigerator,5,28169.99,140849.95,Credit Card,5
CUST00668,Mahesh Mishra,55,Male,Hyderabad,2024-07-17,18:08,Groceries,Coffee 200g,6,87.15,522.9,Walmart Gift Card,4
CUST00669,Radhika Menon,48,Female,Kolkata,2025-08-21,15:32,Groceries,Basmati Rice 5kg,1,120.22,120.22,Walmart Gift Card,5
CUST00670,Bhavna Kaur,52,Male,Chennai,2024-01-09,17:37,Clothing,Innerwear Pack,3,1050.43,3151.29,Walmart Gift Card,3
CUST00671,Neha Desai,50,Male,Indore,2024-03-11,14:12,Electronics,Laptop,6,40955.71,245734.26,Walmart Gift Card,5
CUST00672,Alka Thakur,62,Female,Agra,2024-12-02,11:06,Home & Kitchen,Water Bottle,5,2502.11,12510.55,Cash,1
CUST00673,Jyoti Rao,18,Male,Visakhapatnam,2024-12-05,21:47,Groceries,Coffee 200g,2,181.46,362.92,Cash,4
CUST00674,Kiran Malhotra,18,Female,Mumbai,2024-10-24,16:12,Groceries,Basmati Rice 5kg,5,113.35,566.75,Walmart Gift Card,5
CUST00675,Anjali Verma,30,Male,Lucknow,2025-07-21,12:11,Groceries,Toor Dal 1kg,6,145.86,875.16,Debit Card,1
CUST00676,Vivek Bose,24,Male,Coimbatore,2024-11-08,16:15,Groceries,Wheat Flour 10kg,3,564.86,1694.58,UPI,5
CUST00677,Nisha Sinha,57,Female,Visakhapatnam,2024-07-15,17:24,Groceries,Cooking Oil 1L,2,487.19,974.38,Walmart Gift Card,5
CUST00678,Siddharth Thakur,45,Male,Delhi,2024-10-28,21:09,Personal Care,Sunscreen,2,777.73,1555.46,UPI,4
CUST00679,Rohan Agarwal,26,Female,Pune,2024-06-20,17:24,Personal Care,Razor Pack,6,576.5,3459.0,Walmart Gift Card,5
CUST00680,Jyoti Sinha,47,Male,Surat,2025-05-21,16:17,Personal Care,Soap Bar Pack,6,465.97,2795.82,Net Banking,5
CUST00681,Vikram Joshi,32,Male,Bhopal,2025-01-21,18:10,Toys & Baby,Board Game,2,1293.4,2586.8,UPI,4
CUST00682,Arjun Nair,23,Female,Bhopal,2025-06-08,18:21,Clothing,Winter Jacket,5,363.14,1815.7,Cash,5
CUST00683,Alka Pillai,44,Female,Patna,2024-08-27,13:41,Electronics,Refrigerator,1,8736.81,8736.81,Credit Card,5
CUST00684,Arjun Bhatt,50,Male,Jaipur,2024-02-09,17:12,Furniture,Office Chair,1,3176.69,3176.69,UPI,4
CUST00685,Mohit Bose,37,Female,Pune,2024-09-24,09:49,Personal Care,Face Wash,6,681.45,4088.7,UPI,4
CUST00686,Yash Das,43,Male,Patna,2024-08-02,16:14,Home & Kitchen,Bed Sheet Set,4,1936.49,7745.96,Net Banking,5
CUST00687,Alka Mishra,23,Female,Pune,2025-07-25,09:23,Clothing,Sports Shoes,2,1456.37,2912.74,Debit Card,3
CUST00688,Bhavna Sharma,49,Female,Surat,2025-12-08,17:19,Groceries,Bread Loaf,6,463.94,2783.64,UPI,1
CUST00689,Vikram Nair,27,Female,Agra,2025-02-04,15:13,Home & Kitchen,Wall Clock,5,4654.95,23274.75,Cash,2
CUST00690,Sunil Saxena,30,Female,Hyderabad,2024-04-05,11:06,Electronics,Mixer Grinder,6,40347.68,242086.08,Walmart Gift Card,3
CUST00691,Vikram Thakur,49,Male,Kolkata,2024-10-25,19:33,Groceries,Bread Loaf,3,163.24,489.72,Credit Card,5
CUST00692,Neha Chauhan,51,Male,Kolkata,2024-04-23,11:34,Electronics,Refrigerator,4,7740.97,30963.88,Cash,5
CUST00693,Karan Saxena,31,Male,Pune,2024-11-13,18:12,Electronics,Mixer Grinder,2,27483.96,54967.92,Net Banking,5
CUST00694,Shalini Kapoor,18,Male,Bhopal,2025-06-22,14:58,Groceries,Bread Loaf,5,494.16,2470.8,Net Banking,5
CUST00695,Vishal Kulkarni,54,Male,Kochi,2025-12-29,21:19,Groceries,Eggs (12 pack),3,435.17,1305.51,Cash,3
CUST00696,Neelam Desai,29,Female,Bhopal,2025-02-06,20:02,Electronics,Smartphone,6,25932.79,155596.74,Debit Card,3
CUST00697,Shalini Shetty,36,Male,Visakhapatnam,2025-07-20,10:23,Personal Care,Body Lotion,4,405.47,1621.88,Credit Card,2
CUST00698,Rajendra Yadav,44,Female,Kolkata,2024-03-15,19:44,Electronics,Air Conditioner,1,21227.8,21227.8,Walmart Gift Card,5
CUST00699,Rakesh Mishra,65,Female,Pune,2024-05-19,14:42,Electronics,LED TV 43-inch,3,5868.98,17606.94,Walmart Gift Card,5
CUST00700,Ashish Kulkarni,22,Male,Ludhiana,2024-10-12,11:10,Home & Kitchen,Vacuum Cleaner,2,3845.68,7691.36,Credit Card,2
CUST00701,Vivek Bhatt,25,Female,Kolkata,2025-03-27,14:11,Groceries,Basmati Rice 5kg,6,200.29,1201.74,Debit Card,1
CUST00702,Sunil Joshi,46,Male,Chandigarh,2025-03-30,09:38,Toys & Baby,Baby Wipes,4,2792.35,11169.4,Credit Card,1
CUST00703,Rakesh Kapoor,33,Female,Ahmedabad,2024-01-15,14:52,Groceries,Basmati Rice 5kg,4,65.37,261.48,Debit Card,2
CUST00704,Gaurav Mehta,60,Male,Kochi,2024-11-30,14:35,Groceries,Bread Loaf,5,109.23,546.15,Walmart Gift Card,4
CUST00705,Nikhil Shetty,43,Female,Hyderabad,2024-01-16,15:41,Groceries,Wheat Flour 10kg,3,227.85,683.55,UPI,1
CUST00706,Sunita Joshi,47,Male,Bangalore,2024-02-14,10:56,Home & Kitchen,Dinner Set,6,5047.69,30286.14,Debit Card,5
CUST00707,Naveen Thakur,49,Male,Visakhapatnam,2024-04-07,18:20,Clothing,Innerwear Pack,2,942.84,1885.68,Walmart Gift Card,5
CUST00708,Meera Mishra,29,Female,Coimbatore,2025-08-22,16:24,Clothing,Cotton Saree,1,1923.47,1923.47,Net Banking,4
CUST00709,Rajendra Kaur,63,Male,Ahmedabad,2025-03-14,21:15,Groceries,Wheat Flour 10kg,3,180.02,540.06,Net Banking,2
CUST00710,Neha Nair,41,Female,Lucknow,2024-08-31,20:38,Groceries,Bread Loaf,2,403.12,806.24,Cash,5
CUST00711,Meera Agarwal,38,Male,Vadodara,2024-01-25,12:54,Personal Care,Sanitary Pads,6,742.68,4456.08,Walmart Gift Card,5
CUST00712,Tanvi Desai,31,Male,Coimbatore,2025-06-17,14:11,Sports & Fitness,Football,5,13116.05,65580.25,Cash,1
CUST00713,Karan Trivedi,22,Male,Delhi,2024-06-26,18:35,Home & Kitchen,Bed Sheet Set,2,1135.65,2271.3,Debit Card,4
CUST00714,Rajendra Patel,45,Female,Lucknow,2025-09-12,12:19,Groceries,Sugar 1kg,2,283.21,566.42,UPI,5
CUST00715,Anita Agarwal,48,Male,Kanpur,2025-06-01,18:47,Electronics,Smartphone,4,20308.82,81235.28,Cash,3
CUST00716,Payal Verma,42,Female,Bangalore,2025-07-20,20:11,Personal Care,Hair Oil,5,511.25,2556.25,UPI,5
CUST00717,Alka Pandey,47,Female,Nagpur,2025-04-25,12:09,Home & Kitchen,Vacuum Cleaner,1,2765.89,2765.89,Debit Card,1
CUST00718,Priya Nagar,64,Female,Patna,2025-01-17,15:31,Clothing,Sports Shoes,4,2918.85,11675.4,UPI,2
CUST00719,Ajay Gupta,25,Female,Agra,2024-12-22,17:45,Groceries,Bread Loaf,3,474.2,1422.6,Cash,5
CUST00720,Neha Saxena,45,Male,Ahmedabad,2024-01-29,20:42,Clothing,Cotton Saree,6,2193.04,13158.24,Walmart Gift Card,3
CUST00721,Pallavi Thakur,47,Male,Jaipur,2024-01-13,10:49,Groceries,Coffee 200g,6,512.83,3076.98,Credit Card,5
CUST00722,Ravi Kaur,23,Male,Indore,2025-05-27,17:42,Groceries,Bread Loaf,3,430.51,1291.53,Cash,4
CUST00723,Ajay Patel,24,Female,Chennai,2024-11-11,09:10,Electronics,Laptop,6,18390.28,110341.68,Cash,1
CUST00724,Sanjay Kumar,62,Female,Vadodara,2024-06-29,14:11,Clothing,Formal Shirt,6,1435.11,8610.66,Walmart Gift Card,3
CUST00725,Anita Trivedi,29,Male,Bhopal,2024-07-06,21:48,Home & Kitchen,Curtains,2,1727.39,3454.78,Debit Card,4
CUST00726,Ajay Rathore,58,Male,Chandigarh,2024-10-10,10:21,Groceries,Toor Dal 1kg,1,257.75,257.75,Credit Card,4
CUST00727,Payal Trivedi,61,Male,Mumbai,2024-02-12,10:13,Groceries,Basmati Rice 5kg,6,370.34,2222.04,Net Banking,1
CUST00728,Rakesh Thakur,51,Female,Patna,2025-01-14,19:56,Clothing,Cotton Saree,5,1431.0,7155.0,UPI,5
CUST00729,Aditya Chauhan,60,Female,Nagpur,2024-01-04,16:55,Home & Kitchen,Water Bottle,3,6479.22,19437.66,Walmart Gift Card,5
CUST00730,Meera Verma,56,Male,Vadodara,2025-12-03,19:55,Electronics,Laptop,3,20774.78,62324.34,Cash,5
CUST00731,Rajesh Sharma,58,Female,Mumbai,2025-03-30,12:38,Home & Kitchen,Non-stick Pan,6,2705.37,16232.22,Cash,5
CUST00732,Arjun Tiwari,45,Female,Coimbatore,2025-09-13,12:45,Toys & Baby,Baby Wipes,6,1600.95,9605.7,Debit Card,1
CUST00733,Suresh Trivedi,23,Female,Coimbatore,2024-04-28,16:42,Sports & Fitness,Gym Gloves,2,13466.85,26933.7,Net Banking,4
CUST00734,Kritika Joshi,28,Male,Hyderabad,2024-11-30,15:49,Clothing,Men's T-Shirt,2,2804.76,5609.52,UPI,4
CUST00735,Harsh Bansal,60,Male,Coimbatore,2024-04-02,21:44,Groceries,Tea Powder 500g,6,448.98,2693.88,UPI,4
CUST00736,Karan Mishra,42,Female,Chandigarh,2024-08-16,13:07,Home & Kitchen,Table Lamp,4,6496.31,25985.24,UPI,2
CUST00737,Manish Patel,39,Male,Kochi,2024-11-16,15:36,Sports & Fitness,Water Bottle Sports,3,2085.78,6257.34,Walmart Gift Card,1
CUST00738,Bhavna Singh,55,Male,Nagpur,2024-05-09,17:42,Sports & Fitness,Treadmill,3,12003.27,36009.81,Net Banking,4
CUST00739,Kavita Das,18,Female,Surat,2025-04-11,11:38,Groceries,Toor Dal 1kg,2,324.91,649.82,UPI,3
CUST00740,Vikram Thakur,38,Female,Vadodara,2025-12-24,18:30,Sports & Fitness,Dumbbells Set,3,14953.36,44860.08,Walmart Gift Card,4
CUST00741,Jyoti Bhatt,63,Female,Delhi,2024-08-03,20:59,Sports & Fitness,Treadmill,2,12452.69,24905.38,Debit Card,1
CUST00742,Vivek Trivedi,64,Female,Lucknow,2024-12-11,15:43,Sports & Fitness,Cricket Bat,1,8309.56,8309.56,Cash,5
CUST00743,Ravi Das,22,Female,Lucknow,2025-02-07,10:08,Personal Care,Body Lotion,6,779.25,4675.5,UPI,1
CUST00744,Naveen Kulkarni,59,Male,Agra,2024-08-02,12:51,Groceries,Eggs (12 pack),3,543.47,1630.41,Walmart Gift Card,4
CUST00745,Priya Chauhan,64,Male,Coimbatore,2025-03-13,19:53,Personal Care,Face Wash,4,858.33,3433.32,Debit Card,1
CUST00746,Sanjay Tiwari,48,Male,Delhi,2025-03-20,11:40,Groceries,Tea Powder 500g,6,236.17,1417.02,Walmart Gift Card,5
CUST00747,Kritika Gupta,25,Male,Nagpur,2025-01-19,21:44,Clothing,Innerwear Pack,2,2045.19,4090.38,Walmart Gift Card,2
CUST00748,Alka Saxena,35,Female,Kanpur,2025-10-18,19:58,Groceries,Wheat Flour 10kg,1,117.13,117.13,Net Banking,4
CUST00749,Rahul Kaur,54,Female,Jaipur,2025-05-10,19:44,Personal Care,Toothpaste,5,212.12,1060.6,Cash,4
CUST00750,Suresh Mehta,38,Male,Visakhapatnam,2025-12-18,09:25,Furniture,Shoe Rack,2,11025.27,22050.54,Net Banking,5
CUST00751,Karan Sinha,55,Male,Pune,2025-12-12,11:00,Sports & Fitness,Dumbbells Set,2,12957.65,25915.3,Net Banking,5
CUST00752,Siddharth Reddy,20,Male,Agra,2024-02-05,10:07,Groceries,Cooking Oil 1L,1,359.37,359.37,Net Banking,4
CUST00753,Abhishek Shetty,28,Female,Coimbatore,2025-06-15,21:18,Groceries,Toor Dal 1kg,1,570.42,570.42,Walmart Gift Card,5
CUST00754,Meera Ghosh,49,Female,Vadodara,2024-08-02,20:06,Furniture,Dining Table,5,14147.92,70739.6,Walmart Gift Card,1
CUST00755,Aditya Gupta,30,Male,Lucknow,2024-08-09,18:22,Toys & Baby,Building Blocks,2,2448.36,4896.72,UPI,3
CUST00756,Sandeep Kumar,53,Female,Jaipur,2024-09-17,19:27,Electronics,Smartphone,4,20958.19,83832.76,Walmart Gift Card,3
CUST00757,Sunil Joshi,22,Female,Chandigarh,2025-11-04,19:52,Personal Care,Body Lotion,6,372.6,2235.6,Net Banking,3
CUST00758,Neelam Iyer,38,Female,Nagpur,2024-05-07,17:07,Groceries,Coffee 200g,2,92.64,185.28,Walmart Gift Card,5
CUST00759,Karan Mishra,58,Male,Kanpur,2024-08-19,13:00,Furniture,Bed Frame,2,21918.1,43836.2,Credit Card,5
CUST00760,Gaurav Saxena,24,Male,Kolkata,2025-05-16,10:33,Clothing,Formal Shirt,5,2508.69,12543.45,UPI,4
CUST00761,Varun Thakur,24,Male,Kolkata,2025-11-25,21:34,Electronics,Refrigerator,2,16056.64,32113.28,Net Banking,5
CUST00762,Payal Kaur,26,Female,Mumbai,2025-01-22,18:47,Personal Care,Face Wash,6,166.15,996.9,UPI,1
CUST00763,Komal Desai,61,Female,Visakhapatnam,2025-05-29,13:17,Clothing,Casual Sneakers,3,2445.79,7337.37,Cash,4
CUST00764,Bhavna Patel,37,Female,Surat,2024-04-05,11:36,Toys & Baby,Baby Wipes,1,2946.82,2946.82,Credit Card,2
CUST00765,Rajat Dutta,49,Male,Indore,2025-12-02,19:56,Personal Care,Face Wash,4,478.16,1912.64,Net Banking,2
CUST00766,Kiran Sharma,57,Male,Kochi,2024-12-19,12:47,Groceries,Bread Loaf,6,343.88,2063.28,Walmart Gift Card,1
CUST00767,Madhuri Chopra,61,Male,Kolkata,2024-02-22,15:31,Groceries,Cooking Oil 1L,5,244.31,1221.55,Cash,3
CUST00768,Komal Reddy,39,Male,Ludhiana,2024-10-27,13:13,Toys & Baby,Baby Wipes,3,1266.79,3800.37,Credit Card,5
CUST00769,Preeti Pandey,59,Male,Bhopal,2025-09-22,16:21,Furniture,Wardrobe,1,9859.99,9859.99,UPI,5
CUST00770,Kavita Sharma,40,Male,Nagpur,2024-03-27,17:32,Electronics,Bluetooth Headphones,4,22548.44,90193.76,Debit Card,5
CUST00771,Ritu Trivedi,18,Male,Coimbatore,2025-01-08,15:57,Electronics,Mixer Grinder,4,17344.48,69377.92,Debit Card,4
CUST00772,Kavita Rathore,60,Female,Kolkata,2025-12-27,12:07,Groceries,Bread Loaf,1,247.58,247.58,Debit Card,4
CUST00773,Anjali Nair,43,Female,Kochi,2025-05-05,19:17,Electronics,LED TV 43-inch,2,30246.25,60492.5,Credit Card,5
CUST00774,Ashish Dutta,49,Male,Surat,2025-02-02,11:07,Personal Care,Sanitary Pads,5,669.84,3349.2,Credit Card,1
CUST00775,Suresh Iyer,40,Male,Coimbatore,2024-01-09,15:30,Groceries,Milk 1L,4,587.04,2348.16,UPI,4
CUST00776,Ashish Patel,45,Male,Nashik,2024-04-27,13:44,Groceries,Tea Powder 500g,2,187.21,374.42,Debit Card,5
CUST00777,Anita Bansal,63,Male,Visakhapatnam,2025-08-28,19:40,Personal Care,Sunscreen,2,218.48,436.96,Debit Card,4
CUST00778,Ritu Nair,43,Male,Jaipur,2024-07-23,10:55,Sports & Fitness,Cricket Bat,4,461.39,1845.56,Credit Card,5
CUST00779,Ajay Sinha,37,Male,Ahmedabad,2025-10-21,09:19,Electronics,Mixer Grinder,1,23335.98,23335.98,Credit Card,4
CUST00780,Abhishek Agarwal,40,Female,Ahmedabad,2024-02-23,19:47,Electronics,LED TV 43-inch,2,2607.3,5214.6,UPI,4
CUST00781,Rajat Bansal,35,Male,Indore,2024-04-24,10:42,Groceries,Eggs (12 pack),3,233.86,701.58,Credit Card,3
CUST00782,Mohit Chauhan,65,Female,Kochi,2025-10-27,13:13,Personal Care,Soap Bar Pack,5,372.14,1860.7,Net Banking,5
CUST00783,Divya Mehta,26,Male,Delhi,2024-04-11,10:34,Home & Kitchen,Curtains,2,5681.58,11363.16,Net Banking,5
CUST00784,Naveen Bansal,30,Male,Delhi,2025-07-27,14:57,Groceries,Bread Loaf,5,441.38,2206.9,UPI,5
CUST00785,Ritu Pillai,22,Female,Indore,2024-10-07,20:08,Clothing,School Uniform,1,709.07,709.07,UPI,1
CUST00786,Neha Kapoor,65,Female,Patna,2025-06-05,15:35,Personal Care,Soap Bar Pack,1,199.04,199.04,Cash,5
CUST00787,Varun Joshi,29,Male,Kolkata,2025-06-09,16:32,Home & Kitchen,Wall Clock,6,219.56,1317.36,Walmart Gift Card,4
CUST00788,Naveen Rao,36,Female,Ludhiana,2024-10-25,09:40,Groceries,Sugar 1kg,1,343.46,343.46,Debit Card,4
CUST00789,Meera Agarwal,21,Male,Pune,2025-09-11,14:20,Clothing,Men's T-Shirt,6,1205.52,7233.12,Credit Card,4
CUST00790,Meera Menon,57,Female,Surat,2024-10-13,11:16,Sports & Fitness,Yoga Mat,3,3445.34,10336.02,Credit Card,2
CUST00791,Rakesh Bose,58,Male,Bhopal,2025-02-08,11:28,Groceries,Toor Dal 1kg,2,369.92,739.84,Debit Card,5
CUST00792,Komal Iyer,48,Male,Patna,2025-05-17,20:11,Groceries,Cooking Oil 1L,2,153.87,307.74,Walmart Gift Card,4
CUST00793,Rahul Pandey,28,Male,Nagpur,2025-03-12,12:29,Personal Care,Body Lotion,1,180.56,180.56,Walmart Gift Card,5
CUST00794,Sanjay Sinha,26,Male,Nashik,2024-01-14,21:53,Groceries,Bread Loaf,1,110.52,110.52,Walmart Gift Card,1
CUST00795,Suresh Desai,23,Female,Chennai,2024-01-10,21:06,Furniture,Recliner,1,20121.41,20121.41,Net Banking,5
CUST00796,Arjun Kapoor,26,Female,Agra,2024-06-07,12:03,Furniture,Bookshelf,3,9296.27,27888.81,Net Banking,4
CUST00797,Vandana Reddy,19,Male,Hyderabad,2025-03-01,11:00,Clothing,Women's Kurti,5,2687.76,13438.8,Debit Card,1
CUST00798,Simran Pillai,42,Male,Kanpur,2024-04-25,16:10,Home & Kitchen,Curtains,6,3170.24,19021.44,Credit Card,4
CUST00799,Kavita Bhatt,40,Male,Nashik,2025-09-11,11:11,Electronics,Washing Machine,1,40384.92,40384.92,Cash,5
CUST00800,Swati Pillai,27,Female,Nashik,2025-05-26,19:23,Toys & Baby,Stroller,1,1157.26,1157.26,UPI,2
CUST00801,Amit Iyer,59,Male,Surat,2025-05-04,10:07,Groceries,Eggs (12 pack),6,488.27,2929.62,Net Banking,5
CUST00802,Shalini Iyer,23,Female,Chennai,2025-03-10,16:44,Groceries,Bread Loaf,3,225.62,676.86,Cash,5
CUST00803,Meera Desai,42,Female,Ludhiana,2024-08-23,15:05,Clothing,School Uniform,4,1714.3,6857.2,Net Banking,5
CUST00804,Seema Ghosh,62,Male,Visakhapatnam,2024-01-18,14:35,Groceries,Milk 1L,1,161.8,161.8,Cash,3
CUST00805,Manish Singh,40,Female,Chennai,2025-03-07,12:13,Electronics,Smartphone,5,43754.43,218772.15,Debit Card,1
CUST00806,Meera Reddy,62,Male,Nagpur,2024-04-18,19:37,Personal Care,Sanitary Pads,3,105.43,316.29,Credit Card,5
CUST00807,Deepak Verma,27,Female,Chennai,2025-03-02,11:48,Groceries,Wheat Flour 10kg,1,363.05,363.05,Debit Card,5
CUST00808,Meera Sinha,62,Female,Patna,2025-12-12,09:18,Clothing,Cotton Saree,4,2398.84,9595.36,Credit Card,3
CUST00809,Neha Gupta,56,Male,Vadodara,2025-04-10,17:45,Groceries,Bread Loaf,4,423.95,1695.8,UPI,4
CUST00810,Simran Pillai,28,Female,Bangalore,2025-09-25,09:14,Clothing,Kids Jeans,6,832.63,4995.78,Cash,3
CUST00811,Pooja Kulkarni,48,Female,Chandigarh,2025-01-15,19:27,Home & Kitchen,Storage Containers,2,579.17,1158.34,Debit Card,4
CUST00812,Kavita Mehta,22,Female,Nashik,2024-06-15,17:06,Personal Care,Deodorant,1,261.21,261.21,Credit Card,4
CUST00813,Priya Pandey,30,Male,Chandigarh,2025-08-06,18:02,Furniture,Sofa Set,3,3498.42,10495.26,Net Banking,5
CUST00814,Anjali Singh,38,Male,Lucknow,2025-05-27,12:20,Groceries,Milk 1L,3,577.31,1731.93,Cash,5
CUST00815,Suresh Mehta,39,Female,Kochi,2025-01-26,16:37,Clothing,School Uniform,2,315.13,630.26,Credit Card,4
CUST00816,Deepak Iyer,61,Female,Bangalore,2024-08-08,21:43,Furniture,Office Chair,6,6941.9,41651.4,Walmart Gift Card,3
CUST00817,Deepak Nagar,51,Female,Bhopal,2025-03-17,09:57,Personal Care,Deodorant,3,362.67,1088.01,Walmart Gift Card,5
CUST00818,Aditya Joshi,57,Male,Chennai,2024-05-26,21:55,Home & Kitchen,Vacuum Cleaner,1,6467.1,6467.1,UPI,2
CUST00819,Jyoti Mehta,47,Female,Kolkata,2025-01-07,14:05,Furniture,Bookshelf,1,8082.76,8082.76,Credit Card,3
CUST00820,Vishal Bose,48,Female,Bhopal,2025-05-14,09:23,Home & Kitchen,Bed Sheet Set,1,7777.69,7777.69,UPI,5
CUST00821,Ajay Chandra,61,Male,Bhopal,2025-11-29,15:32,Electronics,Smartwatch,3,17316.79,51950.37,Cash,4
CUST00822,Anjali Chandra,59,Male,Kochi,2024-04-17,13:24,Personal Care,Soap Bar Pack,1,189.83,189.83,Debit Card,5
CUST00823,Pooja Rao,42,Female,Coimbatore,2025-04-21,10:05,Groceries,Eggs (12 pack),4,403.37,1613.48,Debit Card,2
CUST00824,Ravi Pillai,30,Female,Surat,2025-12-20,20:30,Groceries,Milk 1L,5,317.46,1587.3,Credit Card,4
